,FileName,LabelName,DataYear,PatchSize,Stretch,bandorder,Window_col_off,Window_row_off,Window_width,Window_height
20,data_2009Aug/3_Train_test/train/image_match2023_4/ZP011.tif,data_2009Aug/3_Train_test/train/mask/ZP011.tif,data_2009Aug,336,0,1234,0,0,336,336
21,data_2009Aug/3_Train_test/train/image_match2023_4/ZP024.tif,data_2009Aug/3_Train_test/train/mask/ZP024.tif,data_2009Aug,336,0,1234,0,0,336,336
22,data_2009Aug/3_Train_test/train/image_match2023_4/ZP021.tif,data_2009Aug/3_Train_test/train/mask/ZP021.tif,data_2009Aug,336,0,1234,0,0,336,336
23,data_2009Aug/3_Train_test/train/image_match2023_4/ZP026.tif,data_2009Aug/3_Train_test/train/mask/ZP026.tif,data_2009Aug,336,0,1234,0,0,336,336
24,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,0,0,336,336
25,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,0,336,336,336
26,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,0,672,336,27
27,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,336,0,336,336
28,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,336,336,336,336
29,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,336,672,336,27
30,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,672,0,27,336
31,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,672,336,27,336
32,data_2009Aug/3_Train_test/train/image_match2023_4/ZP48.tif,data_2009Aug/3_Train_test/train/mask/ZP48.tif,data_2009Aug,336,0,1234,672,672,27,27
33,data_2009Aug/3_Train_test/train/image_match2023_4/ZP013.tif,data_2009Aug/3_Train_test/train/mask/ZP013.tif,data_2009Aug,336,0,1234,0,0,336,336
34,data_2009Aug/3_Train_test/train/image_match2023_4/ZP92.tif,data_2009Aug/3_Train_test/train/mask/ZP92.tif,data_2009Aug,336,0,1234,0,0,336,336
35,data_2009Aug/3_Train_test/train/image_match2023_4/ZP92.tif,data_2009Aug/3_Train_test/train/mask/ZP92.tif,data_2009Aug,336,0,1234,0,336,336,14
36,data_2009Aug/3_Train_test/train/image_match2023_4/ZP92.tif,data_2009Aug/3_Train_test/train/mask/ZP92.tif,data_2009Aug,336,0,1234,336,0,14,336
37,data_2009Aug/3_Train_test/train/image_match2023_4/ZP92.tif,data_2009Aug/3_Train_test/train/mask/ZP92.tif,data_2009Aug,336,0,1234,336,336,14,14
38,data_2009Aug/3_Train_test/train/image_match2023_4/ZP031.tif,data_2009Aug/3_Train_test/train/mask/ZP031.tif,data_2009Aug,336,0,1234,0,0,336,336
39,data_2009Aug/3_Train_test/train/image_match2023_4/ZP91.tif,data_2009Aug/3_Train_test/train/mask/ZP91.tif,data_2009Aug,336,0,1234,0,0,336,336
40,data_2009Aug/3_Train_test/train/image_match2023_4/ZP91.tif,data_2009Aug/3_Train_test/train/mask/ZP91.tif,data_2009Aug,336,0,1234,0,336,336,14
41,data_2009Aug/3_Train_test/train/image_match2023_4/ZP91.tif,data_2009Aug/3_Train_test/train/mask/ZP91.tif,data_2009Aug,336,0,1234,336,0,14,336
42,data_2009Aug/3_Train_test/train/image_match2023_4/ZP91.tif,data_2009Aug/3_Train_test/train/mask/ZP91.tif,data_2009Aug,336,0,1234,336,336,14,14
43,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,0,0,336,336
44,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,0,336,336,336
45,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,0,672,336,27
46,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,336,0,336,336
47,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,336,336,336,336
48,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,336,672,336,27
49,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,672,0,28,336
50,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,672,336,28,336
51,data_2009Aug/3_Train_test/train/image_match2023_4/ZP83.tif,data_2009Aug/3_Train_test/train/mask/ZP83.tif,data_2009Aug,336,0,1234,672,672,28,27
52,data_2009Aug/3_Train_test/train/image_match2023_4/ZP035.tif,data_2009Aug/3_Train_test/train/mask/ZP035.tif,data_2009Aug,336,0,1234,0,0,336,336
53,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,0,0,336,336
54,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,0,336,336,336
55,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,0,672,336,27
56,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,336,0,336,336
57,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,336,336,336,336
58,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,336,672,336,27
59,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,672,0,27,336
60,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,672,336,27,336
61,data_2009Aug/3_Train_test/train/image_match2023_4/ZP64.tif,data_2009Aug/3_Train_test/train/mask/ZP64.tif,data_2009Aug,336,0,1234,672,672,27,27
62,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,0,0,336,336
63,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,0,336,336,336
64,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,0,672,336,27
65,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,336,0,336,336
66,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,336,336,336,336
67,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,336,672,336,27
68,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,672,0,27,336
69,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,672,336,27,336
70,data_2009Aug/3_Train_test/train/image_match2023_4/ZP84.tif,data_2009Aug/3_Train_test/train/mask/ZP84.tif,data_2009Aug,336,0,1234,672,672,27,27
71,data_2009Aug/3_Train_test/train/image_match2023_4/ZP029.tif,data_2009Aug/3_Train_test/train/mask/ZP029.tif,data_2009Aug,336,0,1234,0,0,336,336
72,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,0,0,336,336
73,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,0,336,336,336
74,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,0,672,336,27
75,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,336,0,336,336
76,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,336,336,336,336
77,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,336,672,336,27
78,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,672,0,28,336
79,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,672,336,28,336
80,data_2009Aug/3_Train_test/train/image_match2023_4/ZP45.tif,data_2009Aug/3_Train_test/train/mask/ZP45.tif,data_2009Aug,336,0,1234,672,672,28,27
81,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,0,0,336,336
82,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,0,336,336,336
83,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,0,672,336,27
84,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,336,0,336,336
85,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,336,336,336,336
86,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,336,672,336,27
87,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,672,0,27,336
88,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,672,336,27,336
89,data_2009Aug/3_Train_test/train/image_match2023_4/ZP58.tif,data_2009Aug/3_Train_test/train/mask/ZP58.tif,data_2009Aug,336,0,1234,672,672,27,27
90,data_2009Aug/3_Train_test/train/image_match2023_4/ZP019.tif,data_2009Aug/3_Train_test/train/mask/ZP019.tif,data_2009Aug,336,0,1234,0,0,336,336
91,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,0,0,336,336
92,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,0,336,336,336
93,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,0,672,336,27
94,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,336,0,336,336
95,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,336,336,336,336
96,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,336,672,336,27
97,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,672,0,27,336
98,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,672,336,27,336
99,data_2009Aug/3_Train_test/train/image_match2023_4/ZP44.tif,data_2009Aug/3_Train_test/train/mask/ZP44.tif,data_2009Aug,336,0,1234,672,672,27,27
100,data_2009Aug/3_Train_test/train/image_match2023_4/ZP015.tif,data_2009Aug/3_Train_test/train/mask/ZP015.tif,data_2009Aug,336,0,1234,0,0,336,336
101,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,0,0,336,336
102,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,0,336,336,336
103,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,0,672,336,27
104,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,336,0,336,336
105,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,336,336,336,336
106,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,336,672,336,27
107,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,672,0,27,336
108,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,672,336,27,336
109,data_2009Aug/3_Train_test/train/image_match2023_4/ZP59.tif,data_2009Aug/3_Train_test/train/mask/ZP59.tif,data_2009Aug,336,0,1234,672,672,27,27
110,data_2009Aug/3_Train_test/train/image_match2023_4/ZP001.tif,data_2009Aug/3_Train_test/train/mask/ZP001.tif,data_2009Aug,336,0,1234,0,0,336,336
111,data_2009Aug/3_Train_test/train/image_match2023_4/ZP027.tif,data_2009Aug/3_Train_test/train/mask/ZP027.tif,data_2009Aug,336,0,1234,0,0,336,336
112,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,0,0,336,336
113,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,0,336,336,336
114,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,0,672,336,27
115,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,336,0,336,336
116,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,336,336,336,336
117,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,336,672,336,27
118,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,672,0,27,336
119,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,672,336,27,336
120,data_2009Aug/3_Train_test/train/image_match2023_4/ZP52.tif,data_2009Aug/3_Train_test/train/mask/ZP52.tif,data_2009Aug,336,0,1234,672,672,27,27
121,data_2009Aug/3_Train_test/train/image_match2023_4/ZP002.tif,data_2009Aug/3_Train_test/train/mask/ZP002.tif,data_2009Aug,336,0,1234,0,0,336,336
122,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,0,0,336,336
123,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,0,336,336,336
124,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,0,672,336,28
125,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,336,0,336,336
126,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,336,336,336,336
127,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,336,672,336,28
128,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,672,0,27,336
129,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,672,336,27,336
130,data_2009Aug/3_Train_test/train/image_match2023_4/ZP53.tif,data_2009Aug/3_Train_test/train/mask/ZP53.tif,data_2009Aug,336,0,1234,672,672,27,28
131,data_2009Aug/3_Train_test/train/image_match2023_4/ZP008.tif,data_2009Aug/3_Train_test/train/mask/ZP008.tif,data_2009Aug,336,0,1234,0,0,336,336
132,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,0,0,336,336
133,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,0,336,336,336
134,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,0,672,336,27
135,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,336,0,336,336
136,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,336,336,336,336
137,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,336,672,336,27
138,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,672,0,27,336
139,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,672,336,27,336
140,data_2009Aug/3_Train_test/train/image_match2023_4/ZP74.tif,data_2009Aug/3_Train_test/train/mask/ZP74.tif,data_2009Aug,336,0,1234,672,672,27,27
141,data_2009Aug/3_Train_test/train/image_match2023_4/ZP018.tif,data_2009Aug/3_Train_test/train/mask/ZP018.tif,data_2009Aug,336,0,1234,0,0,336,336
142,data_2009Aug/3_Train_test/train/image_match2023_4/ZP023.tif,data_2009Aug/3_Train_test/train/mask/ZP023.tif,data_2009Aug,336,0,1234,0,0,336,336
143,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,0,0,336,336
144,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,0,336,336,336
145,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,0,672,336,28
146,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,336,0,336,336
147,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,336,336,336,336
148,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,336,672,336,28
149,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,672,0,27,336
150,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,672,336,27,336
151,data_2009Aug/3_Train_test/train/image_match2023_4/ZP87.tif,data_2009Aug/3_Train_test/train/mask/ZP87.tif,data_2009Aug,336,0,1234,672,672,27,28
152,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,0,0,336,336
153,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,0,336,336,336
154,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,0,672,336,27
155,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,336,0,336,336
156,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,336,336,336,336
157,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,336,672,336,27
158,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,672,0,27,336
159,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,672,336,27,336
160,data_2009Aug/3_Train_test/train/image_match2023_4/ZP82.tif,data_2009Aug/3_Train_test/train/mask/ZP82.tif,data_2009Aug,336,0,1234,672,672,27,27
